PiezoResult

Table 1
Table No [#]	Dpp [nm]	Rav [Ohm]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Dvmax+ [nm/V]	Dvmax- [nm/V]	Ipk+ [A]	Ipk- [A]	Hysteresis Frequency [Hz]	Hysteresis Amplitude [V]	Current Range []	Averages []	Delay [s]	
1.000000e+000	1.920380e+003	1.787340e+008	5.140000e+002	1.473740e+003	-1.329270e+003	6.394110e+000	-5.739720e+000	8.182740e+002	-9.311000e+002	2.478500e-004	-3.290240e-004	1.470590e-002	1.400000e+003	5.000000e+000	1.000000e+000	1.000000e+000	
2.000000e+000	2.031000e+003	6.768090e+008	5.140000e+002	1.473810e+003	-1.329690e+003	7.655530e+000	-6.592890e+000	9.837860e+002	-9.791260e+002	2.045260e-004	-3.442310e-004	1.470590e-002	1.400000e+003	5.000000e+000	1.000000e+000	1.000000e+000	
3.000000e+000	2.051810e+003	7.414010e+008	5.140000e+002	1.473780e+003	-1.329230e+003	4.622290e+000	-5.314970e+001	6.879690e+002	5.998290e+002	2.890790e-004	-3.139220e-004	9.523810e-003	1.400000e+003	5.000000e+000	1.000000e+000	1.000000e+000	
4.000000e+000	1.401950e+003	1.199260e+009	5.140000e+002	1.473740e+003	-1.328870e+003	4.849070e+000	-4.022370e+001	1.268800e+002	-3.809610e+002	7.228550e-005	-5.099490e-005	7.142840e-004	1.400000e+003	5.000000e+000	1.000000e+000	1.000000e+000	

Piezo
Program: aixPlorer Software version 3.0.44.0
TimeStamp: 08/23/2019 11:47:27
TfaModule: PZM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU624-1
TfaVersion: 4.11.0

Table 1
Timestamp: 08/23/2019 11:47:28
Number Of Ceramic Layers: 1
TableVersion: 4.11.0
RDev [1]: 2.0495
DOffset [nm]: -223.349
DBLIDevpp [1]: 0
DBLIDev [1]: -4.43534
Error: underflow
Monitoring: YES
Averages: 1
SingleLoop: YES
Settings: OM PE SL MW HV MON LF
Waveform: D:/Monica/remnant_test/waves_trap_1400V_creep/rmn_1400V_1000V_60s.tfw : Waveform 0
SampleName: CREEP_1400V_1000V_60S
Area [mm2]: 60
Thickness [nm]: 800000
Current Range: 5 (1mA)
ManualWaveform: 1
Hysteresis Frequency [Hz]: 0.0147059
Hysteresis Amplitude [V]: 1400
Delay [s]: 1
DisplacementChannelFactor [nm/V]: -15480
Dpp [nm]: 1920.38
Vmax+ [V]: 1473.74
Vmax- [V]: -1329.27
Pvmax+ [uC/cm2]: 6.39411
Pvmax- [uC/cm2]: -5.73972
Dvmax+ [nm/V]: 818.274
Dvmax- [nm/V]: -931.1
Ipk+ [A]: 0.00024785
Ipk- [A]: -0.000329024
Rav [Ohm]: 1.78734e+008
Basic System: TFAnalyzer 2000 E
Measure Head: FE 568-2
MeasureHal Profile: default
Program Version: 3.0.44.0
Operator: Unknown
HV Amplifier: TREK 610E 10kV
Interferometer: SIOS
Measurement Topology: electrical 3, strain 3
Measurement Status: 514
Time [s]	V+ [V]	V- [V]	I1 [A]	P1 [uC/cm2]	I2 [A]	P2 [uC/cm2]	I3 [A]	P3 [uC/cm2]	D1 [nm]	D2 [nm]	D3 [nm]	CH3 [V]	
0.000000e+000	4.380982e+002	0.000000e+000	2.498172e-005	2.831829e-001	2.498172e-005	2.831829e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.360273e-002	1.193909e+003	0.000000e+000	8.353153e-005	1.513246e+000	8.353153e-005	1.513246e+000	0.000000e+000	0.000000e+000	3.323947e+002	3.323947e+002	0.000000e+000	0.000000e+000	
2.720545e-002	1.473223e+003	0.000000e+000	9.109796e-005	3.492777e+000	9.109796e-005	3.492777e+000	0.000000e+000	0.000000e+000	6.376088e+002	6.376088e+002	0.000000e+000	0.000000e+000	
4.080818e-002	1.473415e+003	0.000000e+000	4.256438e-005	5.007921e+000	4.256438e-005	5.007921e+000	0.000000e+000	0.000000e+000	7.196015e+002	7.196015e+002	0.000000e+000	0.000000e+000	
5.441091e-002	1.473274e+003	0.000000e+000	2.182290e-005	5.737790e+000	2.182290e-005	5.737790e+000	0.000000e+000	0.000000e+000	7.671440e+002	7.671440e+002	0.000000e+000	0.000000e+000	
6.801364e-002	1.473228e+003	0.000000e+000	1.335677e-005	6.136573e+000	1.335677e-005	6.136573e+000	0.000000e+000	0.000000e+000	7.991775e+002	7.991775e+002	0.000000e+000	0.000000e+000	
8.161636e-002	1.473742e+003	0.000000e+000	9.362858e-006	6.394113e+000	9.362858e-006	6.394113e+000	0.000000e+000	0.000000e+000	8.182741e+002	8.182741e+002	0.000000e+000	0.000000e+000	
9.521909e-002	1.473553e+003	0.000000e+000	7.155198e-006	6.581355e+000	7.155198e-006	6.581355e+000	0.000000e+000	0.000000e+000	8.320017e+002	8.320017e+002	0.000000e+000	0.000000e+000	
1.088218e-001	1.473358e+003	0.000000e+000	5.775351e-006	6.727931e+000	5.775351e-006	6.727931e+000	0.000000e+000	0.000000e+000	8.472743e+002	8.472743e+002	0.000000e+000	0.000000e+000	
1.224245e-001	1.473203e+003	0.000000e+000	4.888549e-006	6.848813e+000	4.888549e-006	6.848813e+000	0.000000e+000	0.000000e+000	8.614723e+002	8.614723e+002	0.000000e+000	0.000000e+000	
1.360273e-001	1.473417e+003	0.000000e+000	4.191765e-006	6.951744e+000	4.191765e-006	6.951744e+000	0.000000e+000	0.000000e+000	8.685066e+002	8.685066e+002	0.000000e+000	0.000000e+000	
1.496300e-001	1.473501e+003	0.000000e+000	3.649889e-006	7.040634e+000	3.649889e-006	7.040634e+000	0.000000e+000	0.000000e+000	8.747360e+002	8.747360e+002	0.000000e+000	0.000000e+000	
1.632327e-001	1.473327e+003	0.000000e+000	3.287814e-006	7.119277e+000	3.287814e-006	7.119277e+000	0.000000e+000	0.000000e+000	8.809823e+002	8.809823e+002	0.000000e+000	0.000000e+000	
1.768355e-001	1.473438e+003	0.000000e+000	2.956980e-006	7.190065e+000	2.956980e-006	7.190065e+000	0.000000e+000	0.000000e+000	8.857893e+002	8.857893e+002	0.000000e+000	0.000000e+000	
1.904382e-001	1.473246e+003	0.000000e+000	2.661813e-006	7.253758e+000	2.661813e-006	7.253758e+000	0.000000e+000	0.000000e+000	8.891016e+002	8.891016e+002	0.000000e+000	0.000000e+000	
2.040409e-001	1.473314e+003	0.000000e+000	2.430295e-006	7.311480e+000	2.430295e-006	7.311480e+000	0.000000e+000	0.000000e+000	8.927061e+002	8.927061e+002	0.000000e+000	0.000000e+000	
2.176436e-001	1.473455e+003	0.000000e+000	2.237348e-006	7.364390e+000	2.237348e-006	7.364390e+000	0.000000e+000	0.000000e+000	8.965376e+002	8.965376e+002	0.000000e+000	0.000000e+000	
2.312464e-001	1.473481e+003	0.000000e+000	2.038336e-006	7.412858e+000	2.038336e-006	7.412858e+000	0.000000e+000	0.000000e+000	8.993530e+002	8.993530e+002	0.000000e+000	0.000000e+000	
2.448491e-001	1.473241e+003	0.000000e+000	1.906657e-006	7.457577e+000	1.906657e-006	7.457577e+000	0.000000e+000	0.000000e+000	9.036662e+002	9.036662e+002	0.000000e+000	0.000000e+000	
2.584518e-001	1.473386e+003	0.000000e+000	1.769160e-006	7.499244e+000	1.769160e-006	7.499244e+000	0.000000e+000	0.000000e+000	9.071117e+002	9.071117e+002	0.000000e+000	0.000000e+000	
2.720545e-001	1.473365e+003	0.000000e+000	1.756349e-006	7.539208e+000	1.756349e-006	7.539208e+000	0.000000e+000	0.000000e+000	9.095156e+002	9.095156e+002	0.000000e+000	0.000000e+000	
2.856573e-001	1.473235e+003	0.000000e+000	1.608814e-006	7.577354e+000	1.608814e-006	7.577354e+000	0.000000e+000	0.000000e+000	9.147681e+002	9.147681e+002	0.000000e+000	0.000000e+000	
2.992600e-001	1.473386e+003	0.000000e+000	1.495293e-006	7.612541e+000	1.495293e-006	7.612541e+000	0.000000e+000	0.000000e+000	9.210263e+002	9.210263e+002	0.000000e+000	0.000000e+000	
3.128627e-001	1.473189e+003	0.000000e+000	1.383126e-006	7.645170e+000	1.383126e-006	7.645170e+000	0.000000e+000	0.000000e+000	9.212023e+002	9.212023e+002	0.000000e+000	0.000000e+000	
3.264655e-001	1.473412e+003	0.000000e+000	1.310821e-006	7.675707e+000	1.310821e-006	7.675707e+000	0.000000e+000	0.000000e+000	9.243543e+002	9.243543e+002	0.000000e+000	0.000000e+000	
3.400682e-001	1.473421e+003	0.000000e+000	1.231922e-006	7.704531e+000	1.231922e-006	7.704531e+000	0.000000e+000	0.000000e+000	9.287310e+002	9.287310e+002	0.000000e+000	0.000000e+000	
3.536709e-001	1.473360e+003	0.000000e+000	1.175420e-006	7.731819e+000	1.175420e-006	7.731819e+000	0.000000e+000	0.000000e+000	9.313781e+002	9.313781e+002	0.000000e+000	0.000000e+000	
3.672736e-001	1.473385e+003	0.000000e+000	1.126086e-006	7.757908e+000	1.126086e-006	7.757908e+000	0.000000e+000	0.000000e+000	9.324913e+002	9.324913e+002	0.000000e+000	0.000000e+000	
3.808764e-001	1.473556e+003	0.000000e+000	1.078441e-006	7.782898e+000	1.078441e-006	7.782898e+000	0.000000e+000	0.000000e+000	9.356966e+002	9.356966e+002	0.000000e+000	0.000000e+000	
3.944791e-001	1.473294e+003	0.000000e+000	1.021554e-006	7.806703e+000	1.021554e-006	7.806703e+000	0.000000e+000	0.000000e+000	9.387193e+002	9.387193e+002	0.000000e+000	0.000000e+000	
4.080818e-001	1.473449e+003	0.000000e+000	9.552734e-007	7.829111e+000	9.552734e-007	7.829111e+000	0.000000e+000	0.000000e+000	9.392127e+002	9.392127e+002	0.000000e+000	0.000000e+000	
4.216845e-001	1.473420e+003	0.000000e+000	9.170793e-007	7.850336e+000	9.170793e-007	7.850336e+000	0.000000e+000	0.000000e+000	9.420663e+002	9.420663e+002	0.000000e+000	0.000000e+000	
4.352873e-001	1.473358e+003	0.000000e+000	8.836958e-007	7.870748e+000	8.836958e-007	7.870748e+000	0.000000e+000	0.000000e+000	9.442938e+002	9.442938e+002	0.000000e+000	0.000000e+000	
4.488900e-001	1.473209e+003	0.000000e+000	8.373484e-007	7.890258e+000	8.373484e-007	7.890258e+000	0.000000e+000	0.000000e+000	9.428620e+002	9.428620e+002	0.000000e+000	0.000000e+000	
4.624927e-001	1.473373e+003	0.000000e+000	8.162633e-007	7.909002e+000	8.162633e-007	7.909002e+000	0.000000e+000	0.000000e+000	9.452005e+002	9.452005e+002	0.000000e+000	0.000000e+000	
4.760955e-001	1.473360e+003	0.000000e+000	7.673394e-007	7.926953e+000	7.673394e-007	7.926953e+000	0.000000e+000	0.000000e+000	9.489466e+002	9.489466e+002	0.000000e+000	0.000000e+000	
4.896982e-001	1.473297e+003	0.000000e+000	7.549960e-007	7.944210e+000	7.549960e-007	7.944210e+000	0.000000e+000	0.000000e+000	9.476047e+002	9.476047e+002	0.000000e+000	0.000000e+000	
5.033009e-001	1.473415e+003	0.000000e+000	7.179359e-007	7.960906e+000	7.179359e-007	7.960906e+000	0.000000e+000	0.000000e+000	9.487299e+002	9.487299e+002	0.000000e+000	0.000000e+000	
5.169036e-001	1.473168e+003	0.000000e+000	6.908430e-007	7.976876e+000	6.908430e-007	7.976876e+000	0.000000e+000	0.000000e+000	9.514993e+002	9.514993e+002	0.000000e+000	0.000000e+000	
5.305064e-001	1.473236e+003	0.000000e+000	6.369538e-007	7.991927e+000	6.369538e-007	7.991927e+000	0.000000e+000	0.000000e+000	9.521611e+002	9.521611e+002	0.000000e+000	0.000000e+000	
5.441091e-001	1.473407e+003	0.000000e+000	6.405138e-007	8.006408e+000	6.405138e-007	8.006408e+000	0.000000e+000	0.000000e+000	9.527921e+002	9.527921e+002	0.000000e+000	0.000000e+000	
5.577118e-001	1.473391e+003	0.000000e+000	6.362838e-007	8.020881e+000	6.362838e-007	8.020881e+000	0.000000e+000	0.000000e+000	9.552981e+002	9.552981e+002	0.000000e+000	0.000000e+000	
5.713145e-001	1.473305e+003	0.000000e+000	5.887139e-007	8.034767e+000	5.887139e-007	8.034767e+000	0.000000e+000	0.000000e+000	9.543016e+002	9.543016e+002	0.000000e+000	0.000000e+000	
5.849173e-001	1.473426e+003	0.000000e+000	5.722960e-007	8.047928e+000	5.722960e-007	8.047928e+000	0.000000e+000	0.000000e+000	9.554030e+002	9.554030e+002	0.000000e+000	0.000000e+000	
5.985200e-001	1.473405e+003	0.000000e+000	5.676525e-007	8.060850e+000	5.676525e-007	8.060850e+000	0.000000e+000	0.000000e+000	9.572259e+002	9.572259e+002	0.000000e+000	0.000000e+000	
6.121227e-001	1.473187e+003	0.000000e+000	5.433124e-007	8.073444e+000	5.433124e-007	8.073444e+000	0.000000e+000	0.000000e+000	9.582321e+002	9.582321e+002	0.000000e+000	0.000000e+000	
6.257254e-001	1.473325e+003	0.000000e+000	5.426476e-007	8.085754e+000	5.426476e-007	8.085754e+000	0.000000e+000	0.000000e+000	9.567785e+002	9.567785e+002	0.000000e+000	0.000000e+000	
6.393282e-001	1.473533e+003	0.000000e+000	5.027339e-007	8.097604e+000	5.027339e-007	8.097604e+000	0.000000e+000	0.000000e+000	9.582070e+002	9.582070e+002	0.000000e+000	0.000000e+000	
6.529309e-001	1.473424e+003	0.000000e+000	4.820318e-007	8.108767e+000	4.820318e-007	8.108767e+000	0.000000e+000	0.000000e+000	9.597934e+002	9.597934e+002	0.000000e+000	0.000000e+000	
6.665336e-001	1.473303e+003	0.000000e+000	4.659966e-007	8.119513e+000	4.659966e-007	8.119513e+000	0.000000e+000	0.000000e+000	9.615239e+002	9.615239e+002	0.000000e+000	0.000000e+000	
6.801364e-001	1.473336e+003	0.000000e+000	4.601169e-007	8.130011e+000	4.601169e-007	8.130011e+000	0.000000e+000	0.000000e+000	9.628342e+002	9.628342e+002	0.000000e+000	0.000000e+000	
6.937391e-001	1.473269e+003	0.000000e+000	4.494303e-007	8.140321e+000	4.494303e-007	8.140321e+000	0.000000e+000	0.000000e+000	9.622939e+002	9.622939e+002	0.000000e+000	0.000000e+000	
7.073418e-001	1.473355e+003	0.000000e+000	4.205618e-007	8.150183e+000	4.205618e-007	8.150183e+000	0.000000e+000	0.000000e+000	9.644264e+002	9.644264e+002	0.000000e+000	0.000000e+000	
7.209445e-001	1.473495e+003	0.000000e+000	4.128822e-007	8.159631e+000	4.128822e-007	8.159631e+000	0.000000e+000	0.000000e+000	9.673513e+002	9.673513e+002	0.000000e+000	0.000000e+000	
7.345473e-001	1.473247e+003	0.000000e+000	3.998331e-007	8.168844e+000	3.998331e-007	8.168844e+000	0.000000e+000	0.000000e+000	9.640267e+002	9.640267e+002	0.000000e+000	0.000000e+000	
7.481500e-001	1.473347e+003	0.000000e+000	3.824100e-007	8.177711e+000	3.824100e-007	8.177711e+000	0.000000e+000	0.000000e+000	9.618497e+002	9.618497e+002	0.000000e+000	0.000000e+000	
7.617527e-001	1.473436e+003	0.000000e+000	3.929469e-007	8.186500e+000	3.929469e-007	8.186500e+000	0.000000e+000	0.000000e+000	9.654291e+002	9.654291e+002	0.000000e+000	0.000000e+000	
7.753554e-001	1.473214e+003	0.000000e+000	3.880861e-007	8.195353e+000	3.880861e-007	8.195353e+000	0.000000e+000	0.000000e+000	9.666198e+002	9.666198e+002	0.000000e+000	0.000000e+000	
7.889582e-001	1.473382e+003	0.000000e+000	3.557964e-007	8.203786e+000	3.557964e-007	8.203786e+000	0.000000e+000	0.000000e+000	9.673317e+002	9.673317e+002	0.000000e+000	0.000000e+000	
8.025609e-001	1.473320e+003	0.000000e+000	3.662138e-007	8.211970e+000	3.662138e-007	8.211970e+000	0.000000e+000	0.000000e+000	9.684626e+002	9.684626e+002	0.000000e+000	0.000000e+000	
8.161636e-001	1.473335e+003	0.000000e+000	3.262852e-007	8.219820e+000	3.262852e-007	8.219820e+000	0.000000e+000	0.000000e+000	9.679449e+002	9.679449e+002	0.000000e+000	0.000000e+000	
8.297664e-001	1.473360e+003	0.000000e+000	3.240678e-007	8.227192e+000	3.240678e-007	8.227192e+000	0.000000e+000	0.000000e+000	9.673303e+002	9.673303e+002	0.000000e+000	0.000000e+000	
8.433691e-001	1.473166e+003	0.000000e+000	3.280675e-007	8.234585e+000	3.280675e-007	8.234585e+000	0.000000e+000	0.000000e+000	9.710693e+002	9.710693e+002	0.000000e+000	0.000000e+000	
8.569718e-001	1.473551e+003	0.000000e+000	3.148565e-007	8.241872e+000	3.148565e-007	8.241872e+000	0.000000e+000	0.000000e+000	9.721054e+002	9.721054e+002	0.000000e+000	0.000000e+000	
8.705745e-001	1.473334e+003	0.000000e+000	3.019836e-007	8.248865e+000	3.019836e-007	8.248865e+000	0.000000e+000	0.000000e+000	9.701191e+002	9.701191e+002	0.000000e+000	0.000000e+000	
8.841773e-001	1.473270e+003	0.000000e+000	2.884947e-007	8.255558e+000	2.884947e-007	8.255558e+000	0.000000e+000	0.000000e+000	9.733234e+002	9.733234e+002	0.000000e+000	0.000000e+000	
8.977800e-001	1.473269e+003	0.000000e+000	3.124959e-007	8.262371e+000	3.124959e-007	8.262371e+000	0.000000e+000	0.000000e+000	9.735477e+002	9.735477e+002	0.000000e+000	0.000000e+000	
9.113827e-001	1.473244e+003	0.000000e+000	2.691674e-007	8.268964e+000	2.691674e-007	8.268964e+000	0.000000e+000	0.000000e+000	9.737279e+002	9.737279e+002	0.000000e+000	0.000000e+000	
9.249854e-001	1.473332e+003	0.000000e+000	2.773718e-007	8.275160e+000	2.773718e-007	8.275160e+000	0.000000e+000	0.000000e+000	9.765234e+002	9.765234e+002	0.000000e+000	0.000000e+000	
9.385882e-001	1.473405e+003	0.000000e+000	2.628667e-007	8.281284e+000	2.628667e-007	8.281284e+000	0.000000e+000	0.000000e+000	9.746099e+002	9.746099e+002	0.000000e+000	0.000000e+000	
9.521909e-001	1.473177e+003	0.000000e+000	2.651187e-007	8.287269e+000	2.651187e-007	8.287269e+000	0.000000e+000	0.000000e+000	9.740637e+002	9.740637e+002	0.000000e+000	0.000000e+000	
9.657936e-001	1.473327e+003	0.000000e+000	2.526890e-007	8.293138e+000	2.526890e-007	8.293138e+000	0.000000e+000	0.000000e+000	9.770259e+002	9.770259e+002	0.000000e+000	0.000000e+000	
9.793964e-001	1.473317e+003	0.000000e+000	2.619880e-007	8.298972e+000	2.619880e-007	8.298972e+000	0.000000e+000	0.000000e+000	9.762193e+002	9.762193e+002	0.000000e+000	0.000000e+000	
9.929991e-001	1.473473e+003	0.000000e+000	2.488785e-007	8.304763e+000	2.488785e-007	8.304763e+000	0.000000e+000	0.000000e+000	9.735911e+002	9.735911e+002	0.000000e+000	0.000000e+000	
1.006602e+000	1.473117e+003	0.000000e+000	2.438895e-007	8.310349e+000	2.438895e-007	8.310349e+000	0.000000e+000	0.000000e+000	9.755424e+002	9.755424e+002	0.000000e+000	0.000000e+000	
1.020205e+000	1.473381e+003	0.000000e+000	2.307737e-007	8.315730e+000	2.307737e-007	8.315730e+000	0.000000e+000	0.000000e+000	9.768583e+002	9.768583e+002	0.000000e+000	0.000000e+000	
1.033807e+000	1.473240e+003	0.000000e+000	2.251045e-007	8.320897e+000	2.251045e-007	8.320897e+000	0.000000e+000	0.000000e+000	9.759262e+002	9.759262e+002	0.000000e+000	0.000000e+000	
1.047410e+000	1.473387e+003	0.000000e+000	2.183393e-007	8.325924e+000	2.183393e-007	8.325924e+000	0.000000e+000	0.000000e+000	9.768898e+002	9.768898e+002	0.000000e+000	0.000000e+000	
1.061013e+000	1.473415e+003	0.000000e+000	2.199306e-007	8.330892e+000	2.199306e-007	8.330892e+000	0.000000e+000	0.000000e+000	9.767426e+002	9.767426e+002	0.000000e+000	0.000000e+000	
1.074615e+000	1.473369e+003	0.000000e+000	2.285401e-007	8.335976e+000	2.285401e-007	8.335976e+000	0.000000e+000	0.000000e+000	9.746214e+002	9.746214e+002	0.000000e+000	0.000000e+000	
1.088218e+000	1.473252e+003	0.000000e+000	2.123320e-007	8.340973e+000	2.123320e-007	8.340973e+000	0.000000e+000	0.000000e+000	9.767956e+002	9.767956e+002	0.000000e+000	0.000000e+000	
1.101821e+000	1.473429e+003	0.000000e+000	2.113105e-007	8.345776e+000	2.113105e-007	8.345776e+000	0.000000e+000	0.000000e+000	9.799712e+002	9.799712e+002	0.000000e+000	0.000000e+000	
1.115424e+000	1.473308e+003	0.000000e+000	2.107379e-007	8.350560e+000	2.107379e-007	8.350560e+000	0.000000e+000	0.000000e+000	9.788778e+002	9.788778e+002	0.000000e+000	0.000000e+000	
1.129026e+000	1.473196e+003	0.000000e+000	1.971258e-007	8.355183e+000	1.971258e-007	8.355183e+000	0.000000e+000	0.000000e+000	9.799912e+002	9.799912e+002	0.000000e+000	0.000000e+000	
1.142629e+000	1.473570e+003	0.000000e+000	1.972982e-007	8.359654e+000	1.972982e-007	8.359654e+000	0.000000e+000	0.000000e+000	9.842999e+002	9.842999e+002	0.000000e+000	0.000000e+000	
1.156232e+000	1.473472e+003	0.000000e+000	1.885562e-007	8.364028e+000	1.885562e-007	8.364028e+000	0.000000e+000	0.000000e+000	9.821921e+002	9.821921e+002	0.000000e+000	0.000000e+000	
1.169835e+000	1.473412e+003	0.000000e+000	1.766650e-007	8.368168e+000	1.766650e-007	8.368168e+000	0.000000e+000	0.000000e+000	9.822340e+002	9.822340e+002	0.000000e+000	0.000000e+000	
1.183437e+000	1.473362e+003	0.000000e+000	1.603261e-007	8.371988e+000	1.603261e-007	8.371988e+000	0.000000e+000	0.000000e+000	9.833037e+002	9.833037e+002	0.000000e+000	0.000000e+000	
1.197040e+000	1.473281e+003	0.000000e+000	1.886380e-007	8.375944e+000	1.886380e-007	8.375944e+000	0.000000e+000	0.000000e+000	9.841786e+002	9.841786e+002	0.000000e+000	0.000000e+000	
1.210643e+000	1.473272e+003	0.000000e+000	1.658860e-007	8.379963e+000	1.658860e-007	8.379963e+000	0.000000e+000	0.000000e+000	9.829822e+002	9.829822e+002	0.000000e+000	0.000000e+000	
1.224245e+000	1.473318e+003	0.000000e+000	1.525572e-007	8.383572e+000	1.525572e-007	8.383572e+000	0.000000e+000	0.000000e+000	9.847813e+002	9.847813e+002	0.000000e+000	0.000000e+000	
1.237848e+000	1.473543e+003	0.000000e+000	1.742821e-007	8.387277e+000	1.742821e-007	8.387277e+000	0.000000e+000	0.000000e+000	9.851586e+002	9.851586e+002	0.000000e+000	0.000000e+000	
1.251451e+000	1.473254e+003	0.000000e+000	1.360961e-007	8.390796e+000	1.360961e-007	8.390796e+000	0.000000e+000	0.000000e+000	9.795632e+002	9.795632e+002	0.000000e+000	0.000000e+000	
1.265054e+000	1.473335e+003	0.000000e+000	1.333503e-007	8.393850e+000	1.333503e-007	8.393850e+000	0.000000e+000	0.000000e+000	9.794110e+002	9.794110e+002	0.000000e+000	0.000000e+000	
1.278656e+000	1.473446e+003	0.000000e+000	1.368477e-007	8.396913e+000	1.368477e-007	8.396913e+000	0.000000e+000	0.000000e+000	9.791320e+002	9.791320e+002	0.000000e+000	0.000000e+000	
1.292259e+000	1.473262e+003	0.000000e+000	1.250258e-007	8.399881e+000	1.250258e-007	8.399881e+000	0.000000e+000	0.000000e+000	9.746062e+002	9.746062e+002	0.000000e+000	0.000000e+000	
1.305862e+000	1.473160e+003	0.000000e+000	1.272759e-007	8.402741e+000	1.272759e-007	8.402741e+000	0.000000e+000	0.000000e+000	9.705408e+002	9.705408e+002	0.000000e+000	0.000000e+000	
1.319465e+000	1.473311e+003	0.000000e+000	1.387266e-007	8.405757e+000	1.387266e-007	8.405757e+000	0.000000e+000	0.000000e+000	9.691990e+002	9.691990e+002	0.000000e+000	0.000000e+000	
1.333067e+000	1.473493e+003	0.000000e+000	1.097501e-007	8.408573e+000	1.097501e-007	8.408573e+000	0.000000e+000	0.000000e+000	9.663260e+002	9.663260e+002	0.000000e+000	0.000000e+000	
1.346670e+000	1.473359e+003	0.000000e+000	1.305937e-007	8.411298e+000	1.305937e-007	8.411298e+000	0.000000e+000	0.000000e+000	9.640600e+002	9.640600e+002	0.000000e+000	0.000000e+000	
1.360273e+000	1.473490e+003	0.000000e+000	1.258792e-007	8.414205e+000	1.258792e-007	8.414205e+000	0.000000e+000	0.000000e+000	9.647858e+002	9.647858e+002	0.000000e+000	0.000000e+000	
1.373875e+000	1.473380e+003	0.000000e+000	8.559102e-008	8.416602e+000	8.559102e-008	8.416602e+000	0.000000e+000	0.000000e+000	9.691493e+002	9.691493e+002	0.000000e+000	0.000000e+000	
1.387478e+000	1.473417e+003	0.000000e+000	1.004444e-007	8.418711e+000	1.004444e-007	8.418711e+000	0.000000e+000	0.000000e+000	9.687020e+002	9.687020e+002	0.000000e+000	0.000000e+000	
1.401081e+000	1.473491e+003	0.000000e+000	1.185057e-007	8.421193e+000	1.185057e-007	8.421193e+000	0.000000e+000	0.000000e+000	9.718052e+002	9.718052e+002	0.000000e+000	0.000000e+000	
1.414684e+000	1.473339e+003	0.000000e+000	1.097256e-007	8.423780e+000	1.097256e-007	8.423780e+000	0.000000e+000	0.000000e+000	9.745911e+002	9.745911e+002	0.000000e+000	0.000000e+000	
1.428286e+000	1.473271e+003	0.000000e+000	9.386384e-008	8.426088e+000	9.386384e-008	8.426088e+000	0.000000e+000	0.000000e+000	9.735911e+002	9.735911e+002	0.000000e+000	0.000000e+000	
1.441889e+000	1.473096e+003	0.000000e+000	1.048468e-007	8.428340e+000	1.048468e-007	8.428340e+000	0.000000e+000	0.000000e+000	9.761914e+002	9.761914e+002	0.000000e+000	0.000000e+000	
1.455492e+000	1.473288e+003	0.000000e+000	9.950012e-008	8.430657e+000	9.950012e-008	8.430657e+000	0.000000e+000	0.000000e+000	9.785230e+002	9.785230e+002	0.000000e+000	0.000000e+000	
1.469095e+000	1.473322e+003	0.000000e+000	9.382469e-008	8.432848e+000	9.382469e-008	8.432848e+000	0.000000e+000	0.000000e+000	9.772129e+002	9.772129e+002	0.000000e+000	0.000000e+000	
1.482697e+000	1.473277e+003	0.000000e+000	9.842470e-008	8.435027e+000	9.842470e-008	8.435027e+000	0.000000e+000	0.000000e+000	9.756175e+002	9.756175e+002	0.000000e+000	0.000000e+000	
1.496300e+000	1.473447e+003	0.000000e+000	8.148874e-008	8.437067e+000	8.148874e-008	8.437067e+000	0.000000e+000	0.000000e+000	9.758090e+002	9.758090e+002	0.000000e+000	0.000000e+000	
1.509903e+000	1.473319e+003	0.000000e+000	6.799810e-008	8.438761e+000	6.799810e-008	8.438761e+000	0.000000e+000	0.000000e+000	9.756171e+002	9.756171e+002	0.000000e+000	0.000000e+000	
1.523505e+000	1.473271e+003	0.000000e+000	8.262759e-008	8.440469e+000	8.262759e-008	8.440469e+000	0.000000e+000	0.000000e+000	9.719007e+002	9.719007e+002	0.000000e+000	0.000000e+000	
1.537108e+000	1.473433e+003	0.000000e+000	9.451062e-008	8.442477e+000	9.451062e-008	8.442477e+000	0.000000e+000	0.000000e+000	9.724791e+002	9.724791e+002	0.000000e+000	0.000000e+000	
1.550711e+000	1.473165e+003	0.000000e+000	6.083946e-008	8.444238e+000	6.083946e-008	8.444238e+000	0.000000e+000	0.000000e+000	9.725784e+002	9.725784e+002	0.000000e+000	0.000000e+000	
1.564314e+000	1.473371e+003	0.000000e+000	8.746291e-008	8.445919e+000	8.746291e-008	8.445919e+000	0.000000e+000	0.000000e+000	9.719097e+002	9.719097e+002	0.000000e+000	0.000000e+000	
1.577916e+000	1.473315e+003	0.000000e+000	7.290475e-008	8.447737e+000	7.290475e-008	8.447737e+000	0.000000e+000	0.000000e+000	9.732227e+002	9.732227e+002	0.000000e+000	0.000000e+000	
